Timestamp,Concentration (or best guess),Secondary (if applicable),Graduation Year,Prior CS background:,Do you have plans to take any CS courses in the future?,Are you interested in getting a:,Are you interested in pursuing a job with a quantitative focus after graduation?,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",What three words best describe a computer science concentrator at Harvard?,What made you decide to take your first CS course?,What were your impressions of CS students before you took your first class? After?,How accessible was the professor of this class?,How accessible were the teaching fellows of this class?,"Do you think you’ll take another CS class? If so, why? If not, why not?",How good are you at programming compared to others in the CS classes you've taken?,How good are you at CS theory compared to others in the CS classes you've taken?,What CS classes have you taken or are currently taking?,What is your estimated concentration GPA?,How many years have you been programming?,How often do you go to office hours on average for your CS classes?,How often do you think the average CS student goes to office hours?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,How often do you interact with your CS class course staff?,How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS because I am interested in the CS problems I get to think about and solve.,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/job?,"Have you ever been referred to a tech internship or full-time position? If so, how many times?","Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you need more support in CS from:,What three words would you use to describe a computer science concentrator?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What subfield in tech industry would you be interested in working in?,What gender do you identify with,What race(s) do you identify with?,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? "
4/6/2017 7:25:03,Computer Science,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS50, CS51, CS61, CS121, CS161, CS182, Stat110",3.8,2,At least once a week,3-8 times a semester,4,4,At least once a week,4,no,2,161,I've been lucky to have a solid friend group but this is not always the case. ,4,4,Explore intern at MSFT,5,0 - never been referred,"Mickens, Seltzer",None of the above,"cookie-cutter, brogrammer, ego",Uncertain,,,Female,Asian,5,subtle sexism prevalent in SEAS in general,I feel marginalized
4/6/2017 7:34:40,Computer Science,Statistics or Government,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51",4,2,1-2 times a semester,At least once a week,3,4,At least once a week,4,SHPE,2,No,Yes,4,4,N/A,3,0 - never been referred,No,"Advisors, Professors, Mentors","Flexible, interesting, hard",Finance,,,Male,"Caucasian, Hispanic or Latino",4,Interest in CS is still skewed,N/A
4/6/2017 8:07:07,Electrical Engineering,,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,Cs50. Too scared,Yes because it is now a vital part of society,"Nerdy, mysterious, modern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,2,History,Surrounded by men 
4/6/2017 8:09:58,Applied Math ,East Asian Studies,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,CS50,4,1,At least once a week,At least once a week,2,5,At least once a week,3,No,2,Cs50,Yes,3,4,Freshman ,4,0 - never been referred,Maria Zlatkova,"Peers, Professors, Mentors","Smart, fun, night owl",Uncertain,,,Female,Asian,3,CS Culture before college,Has actually encouraged me to pursue CS
4/6/2017 8:19:29,Bioengineering,CS,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,requirement,geeky; not as geeky,1,4,"yes, want to get a CS secondary",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"The media, CS/engineering is geared towards boys when they are young; society still does not portray women in positions of STEM for young girls. They grow up without the strong STEM influence that boys get",Irritating when men dominate the conversation and do not take women's voices as seriously
4/6/2017 8:24:37,History,Government,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,"I have some close friends who are very into CS, and they have made it seem really interesting.  I'm just worried about the time required to take CS 50 and the impact it would have on my GPA.","I can see where people are coming from on this, but given the time requirement for many CS classes, if a programming requirement were instituted, several very basic options (more basic than CS 50) requiring far less time would need to be created.","diligent, diligent, diligent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,5,I mean.  The cover story of The Atlantic was all about this last month.  There are a lot of factors.,--
4/6/2017 8:26:57,IB ,ESPP ,2019,Never taken CS at Harvard,No,Neither of the above,No,Yes but I probably won't because CS 50 seems too hard,Yes but there should be more accessible ways to get that knowledge,"smart, hard-working, numbers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,"perpetuation of stereotypes/ the ""girls can't do math"" attitude ",I'm a woman and I'm scared of taking CS classes but I don't know if that has to do with the gender gap or other factors 
4/6/2017 8:29:51,Earth and planetary sciences,Philosophy,2018,Never taken CS at Harvard,No,Neither of the above,Yes,"Yes, didn't take mostly for time reasons, also don't like the cs50 culture","Yes, it's necessary for pretty much any modern occupation and everyone uses computers in some capacity","Practical, not academically curious, unhappy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,3,"Early exposure, perception that  CS industry is male dominated,  not welcoming to women",Women concentrators I know report a lot more frustrations than the men
4/6/2017 8:44:57,History,RLL,2019,Never taken CS at Harvard,No,Neither of the above,No,"Yes. Workload, too detail oriented. One simple mistake can screw up your whole code. I am NOT about that.","IDK if programming knowledge per se, but some sort of computer knowledge. I think the requirement should be there, but I personally would try to avoid taking it because I'm lazy.","Busy, sleep deprived, ""no, I won't help you figure out microsoft word""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Hispanic or Latino,4,Not enough encouragement(lack of women in prominent positions in the field?),----
4/6/2017 8:59:59,Applied Math,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,My first class was CS50 - I wanted to try it out.,"Nerds, still nerds",1,5,"Yes I have - I took 51, 121, and am taking 124 and 181",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,CS falls under the realm of math so people think by default that it's a guys thing so more guys take it. But what I think increases the gap from year to year is that guys will likely take it with other friends who can support/help them but I imagine that this might not be the case for girls who might not have such a group,I don't think it's affected me at all.
4/6/2017 9:20:21,Sociology,,2019,Never taken CS at Harvard,Yes,Neither of the above,No,"Yes, no time in schedule","Yes, it's important to know","smart, no sleep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"perceptions of women, notion that women aren't as smart as men in CS",it doesn't really affect me
4/6/2017 9:20:34,Engineering sciences,,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Requirement ,"Very nerdy and hard, same aged ",5,5,I did not like how my intro class was taught. I thought it was too hard,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,2,"Male / bro culture of CS,!""-,& of balance",No impact. Harvard is good 
4/6/2017 9:25:51,Computer Science,WGS,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS20, CS50, CS51, CS121, CS124, Stat110, CS152",3.85,8,At least once a week,3-8 times a semester,2,5,At least once a week,3,No,4,No,OH,5,4,Software Engineering Intern at Microsoft,3,0 - never been referred,"Hannah Blumberg, class of 2016","Advisors, Professors","Dedicated, applied, singleminded",Education,,,Female,Caucasian,4,"Pipeline problem, hostile atmosphere ","I feel uncomfortable in classes, and undervalued by my peers."
4/6/2017 9:41:23,Biomedical engineering,Psychology,2017,Never taken CS at Harvard,No,Neither of the above,Yes,yes. decided to not take it because engineering courses offer coding components,yes. really useful in today's world,"stressed, employable, sleep-deprived",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,3,social norms that CS is not suited for women,thought I wasn't good enough to do CS early in college career
4/6/2017 9:52:28,Environmental Engineering,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Course requirement for my concentration,"Initial impression was that they were very smart and could write code to do anything. After my class, my perception is that they are more like normal students that spend all their time debugging things.",2,4,Probably not because it's a very significant time commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,"Caucasian, Native Hawaiian or Pacific Islander",5,"Probably largely just traditional gender gap in many majors, especially STEM related fields.","As a STEM student, there are definitely occasions where I'll be in classes and feel like we are lacking representation of the opinion from another gender which can offer other important insights beyond gender-specific issues."
4/6/2017 9:53:24,Mechanical Engineering,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Requirement for mechanical engineering,I admire the amount of work they have to put into every pset.,2,5,"No, I don't have space in my schedule to do so, but I would like to.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,3,Harvard possibly has not accepted many women interested in CS.,I don't have enough of an experience with CS at Harvard to discuss its impact on me.
4/6/2017 9:56:25,Social studies,GHHP,2018,Never taken CS at Harvard,Yes,Neither of the above,Yes,"Yep, timing and intimidation","Yes, because it is so important and applicable","Intense, soul-less, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Sexism in STEM at Harvard both from TFs/profs and fellow male students, intimidation for women to be in an all CS course",Deters me from taking courses
4/6/2017 9:57:38,Applied Math,GHHP,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,interest,"intimidated by them, then not",4,5,no bc I'm graduating....took a lot of classes with cs components though,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,societal factors ,not sure
4/6/2017 10:07:48,Economics,,2019,Never taken CS at Harvard,No,Neither of the above,Yes,No. it's too hard,No but it would be helpful,nerd sleepless smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,Women move more towards humanitis,People can choose what they want no one or nothing is keeping women from taking CS. This is a stupid question.
4/6/2017 10:12:26,Molecular and Cellular Biology,Computer Science,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"I think CS is a skill widely applied to any profession - especially in a medical/biological research career, which I hope to be in. I also like the puzzle solving aspects of CS.","No particular impressions before, after I was impressed and how students are able to manage their time because CS takes a LOT of time.",3,4,"Yes, I did for my secondary. I really enjoyed the collaborative aspects and puzzle solving nature of the subject.",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Male dominated fields automatically tend to attract less women, which perpetuates the cycle. Women often care more about the emotional/non-academic aspects of the concentration, so perhaps a stress on a greater community within the field of CS would attract more women.","There were definitely less women in my CS51 course, which meant that my project partners were 7 men. These men were very close friends of mine, so I didn't mind, but I could see how that would make people feel uncomfortable otherwise."
4/6/2017 10:17:15,Mechanical Engineering,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Requirement,They're all great!!,4,5,"No, not enough room in schedule.",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,3,"Women don't feel that they are as smart as guys, but that is definitely not the case!!!","In my class, it was actually pretty even, so it didn't make a huge difference."
4/6/2017 10:21:05,Mechanical Engineering,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Graduation Requirement,My impressions before and after were very similar: CS students are willing to spend an inordinate amount of time working on problem sets during the hours they are supposed to be sleeping. ,2,5,"Probably not, as I didn't enjoy the all nighter culture of the class and didn't really enjoy the material. ",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,3,It seemed pretty even in the intro class that I participated in. ,No impact. 
4/6/2017 10:28:03,History,possibly HAA,2018,Never taken CS at Harvard,No,Neither of the above,No,Too difficult,"No, not everyone wants to go into a field that requires such specific knowledge ","Busy, ambitious, mostly men ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,"Asian, Caucasian, jewish",3,perhaps historical and cultural impact of silicon valley,should encourage more women to excel in CS!
4/6/2017 10:30:09,Government,,2020,Never taken CS at Harvard,No,Neither of the above,No,"Yes. Because CS50 seems horrible and CS here seems like a lot and I don't see the point of ""sort of"" being able the code. In that case I'll have to work with someone who can code anyway. ",What would be the point? Just forcing everyone to take CS50 seems like a bad idea. ,interested in computers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,"Black or African American, Caucasian",4,That every representation of computer science seems male focused. There don't seem to be that many female professors. Society tells women not to go into jobs/classes like CS.,I'm not sure that applies to me. 
4/6/2017 10:32:42,Statistics and Computer Science,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,4,"CS50, CS51, CS124, Stat110",3.9,2,At least once a week,At least once a week,2,4,At least once a week,3,No,3,CS50,Through office hours/other classes,3,4,Product at Bluesmart and Instacart,3,1,No,"Peers, Advisors, Teaching Staff, Professors, Mentors",Lazy but diligent,"Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence",Male,Asian,3,The fact that most CS professors early on are male and most people who are comfortable in coding are male.,None for me.
4/6/2017 10:33:43,Bioengineering,,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"Never programmed prior to college, thought it would be a useful skill in engineering. ","Super competitive, slightly anti-social.",3,5,"No, I don't think I will need anything more complex than CS50. I have learned to code in Python, R, Matlab, etc. in other classes. ",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,4,"Not too sure. Perhaps industry values are still antiquated (e.g., tech leadership still predominantly male).",No apparent impact.
4/6/2017 10:35:26,Econ,,2015,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Practical skills,"Nice, down to earth people",4,2,Sure!,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Interest, perception",The impact is minimal
4/6/2017 10:35:53,Economics,French,2017,Never taken CS at Harvard,Yes,Neither of the above,Yes,I wasn't attracted to CS50 as I felt it wasn't suited to my schedule. ,"No, because not everyone wants to learn programming","Smart, motivated, and hard-working",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,"Asian, Caucasian",4,Girls being encouraged even pre-college not to consider careers in STEM fields,It made me less likely to take CS classes
4/6/2017 10:38:21,English,Sociology,2019,Never taken CS at Harvard,No,Neither of the above,No,"No, I don't think I'm smart enough to","No, because there are other more valuable sets of knowledge and experiences that should be required before programming is.","Smart, disciplined, successful",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,"Caucasian, Hispanic or Latino",4,Encouragement and role models to inspire girls to consider STEM fields,Only to be more impressed by female CS majors
4/6/2017 10:43:46,Bioengineering, AFAM,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,Yes,"Yes, the thought processes it requires are application to a wide variety of fields","Tired, corporate, quantitative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,3,Unsure,Unsure
4/6/2017 10:52:07,MCB,CS or Math,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS seen as like an important skill to have in our technological age. Also was curious how computers work.,Nerds. ,1,3,"I'm hopefully going to take CS51 next spring. CS50 was so terrible I didn't have it in me to continue pursuing CS. I've heard CS51 is much better, so I'll try it out.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,"Caucasian, Hispanic or Latino",4,The image of CS as a male dominated field reinforces the reality.,None really.
4/6/2017 10:58:32,mech E,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Had to ,"Not overly relatable, same",1,2,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,4,????,Disappointing that it was not more even
4/6/2017 11:04:48,Electrical Engineering,CS,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"It is a very useful skill, and I enjoy logical types of thinking",I thought they were smart and introverted. My impressions haven't really changed,2,4,I have already taken 4,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,I think it is a result of social expectations unrelated to college.,"It has little effect on me, but I can see how it can be alienating for females"
4/6/2017 11:09:45,sociology,government,2019,Never taken CS at Harvard,No,Neither of the above,No,No it looks hard and I don't think it interests me,"No because most careers don't involve that unless you want it to, whereas writing for example is a skill required in pretty much any career","smart, tech-savvy, left-brained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,"women don't see a lot of females in STEM, not even in professorships",doesn't impact me directly
4/6/2017 11:14:34,psych,,2019,Never taken CS at Harvard,No,Neither of the above,No,Harvard CS is infamous so no ,"no, there's already too many STEM requirements",no sleep ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,American Indian or Alaskan Native,3,no idea,no idea never taken a cs class
4/6/2017 11:15:10,History,,2019,Never taken CS at Harvard,No,Neither of the above,No,I have no interest in computer science.,I do not think it should be a requirement for graduation. I think it should be a requirement for only some concentrations.,"Competitive, analytical, non-humanities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,3,I think there is a cultural gendering of the computer science field that is introduced to children in their formative years and reinforced all the way through to college and beyond.,"I do not concentrate in CS, so I do not feel qualified to answer."
4/6/2017 11:29:30,Computer Science,,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,4,"CS20, CS50, CS51, CS121, CS124, CS143, CS171, CS182",3,3,At least once a week,3-8 times a semester,3,4,At least once a week,2,Digital Literacy Project,4,CS124,"Extracurriculars, meeting at office hours",5,4,Customer Experience intern at Wells Garo,5,2,My older sister,"Advisors, Teaching Staff, Professors, Mentors","Hardworking, ","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Product Management, Graphics / Design",Female,Caucasian,2,"The bro-like culture created by professors and male students in the classes, especially with all the videogame -obsessed boys.",It hasn't had a significant impact; it's just kind of annoying.
4/6/2017 11:29:45,Physics,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Knowing how to code is useful in physics and more generally.,That they worked hard and didn't really sleep very much. Impression didn't change but I now know that the reason is often that they don't start the assignment until very late.,1,4,Yes just because I am still not comfortable coding. ,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,Women are often taught at a young age that STEM is not for them.,"It hasn't really impacted me too much just because CS is sort of an auxiliary part of my experience, but in general the gender gap is more pervasive in STEM as a whole, and this impacts me negatively because I find having female friends and colleagues valuable from an academic and personal perspective, and it is harder to meet them because of the gender gap. "
4/6/2017 11:31:58,HEB,,2019,Never taken CS at Harvard,Yes,CS Secondary,Yes,"Yes, CS50 seemed extremely intense and I didn't I had enough time to devote to the class. ",Yes because CS seems to be the future of everything,"hardcore, cult, tech savvy ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Hispanic or Latino,1,n/a,none
4/6/2017 11:44:40,History,Economics,2017,Never taken CS at Harvard,No,Neither of the above,No,I did not have the time and it seemed too intense.,Yes. Everyone should have some programming knowledge before graduating I feel.,"Frazzled, Techy, Chill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Job opportunities, role models",No
4/6/2017 11:46:08,Biomedical engineering,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Concentration requirement,I thought CS students were hardworking-- I don't think that my impressions changed. ,1,3,"Yes, because I am considering a secondary. (also CS is just generally very useful) ",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,3,Societal standards,"I think the gender gap can sometimes create an uncomfortable, but very subtle, situations, either in class or office hours. "
4/6/2017 11:49:33,History,,2017,Never taken CS at Harvard,No,Neither of the above,No,I considered taking CS50 but I didn't want to pull an all-nighter every week.,"A requirement, no.  A useful thing that should be accessible to more students without 12-hour psets.","Coding, night owl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,2,Less general interest in staying up all night doing work.,n/a
4/6/2017 11:50:29,Integrative Biology,Earth and Planetary Sciences,2017,Never taken CS at Harvard,No,Neither of the above,Yes,Computer science classes seem like a lot of work and I find fixing coding errors extremely frustrating.,"No, while programming is very useful across a wide range of fields, people should be able to choose whether they are interested in learning about it.","Sleepless, stressed, ambitious",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,2,"Tradition of men making it big through breakthroughs in technological thinking, women don't have as many examples to drive them into high-tech work. Also women are more sane and don't want to stay up all night doing psets all the time.","Not much, just have a lot of respect for women in the field."
4/6/2017 11:58:15, Chemistry,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS50 looked cool,CS students are really smart and they're night owls,2,5,Maybe--it depends on the number of class slots I have free. ,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"CS frat culture, general lack of women in STEM","CS feels very fratty, very unapproachable"
4/6/2017 12:00:24,Physics,Computer Science,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,It was CS50 and everyone said I should,At first very smart but after seemed just like everyone else,3,5,"Yes, I loved CS50, the work was just fun!",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,Society,None for me but I just notice it
4/6/2017 12:01:24,History,,2017,Never taken CS at Harvard,No,Neither of the above,Yes,"Yes, but I did not think I would use CS in my career, so did not take CS50.","No, though for personal fulfillment it can be interesting.","introverted, hard-working, focused",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,Unsure,I know more male coders
4/6/2017 12:05:17,Applied Math,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Harvard Thinks Big---CS50,"Hard workers, before and after",1,5,"yes, AI is interesting",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,sexism,makes me feel not included
4/6/2017 12:08:30,Economics,,2019,Never taken CS at Harvard,No,Neither of the above,No,"I considered taking CS50, but I'm premed economics and I was already taking too many difficult (time-consuming) classes","Yes, programming is going to be really important in the future. BUT there should be an easier option than CS50","hard-working, smart, dedicated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,2,traditionally male-dominated field (we see lots of Silicon Valley CEO's as male),We think of smart computer people as guys
4/6/2017 12:16:48,english,government,2017,Never taken CS at Harvard,No,Neither of the above,No,too hard,yes but make class easier,smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,society,fine
4/6/2017 12:20:24,Molecular and Cellular Bio,Islamic Studies,2017,Never taken CS at Harvard,No,Neither of the above,No,the cult was a turn off,probably,"nerdy, culty, employable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Turkish,3,idk,none
4/6/2017 12:36:53,Integrative Biology,,2020,Never taken CS at Harvard,No,Neither of the above,No,No because I have no experience with coding and am not particularly interested in learning it.,No because it's really not a universally necessary or applicable skill,"Collaborative, techy, mathematical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,1,I don't notice a gap,NA
4/6/2017 12:59:54,Applied MAth,Psychology,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,interested in learning code- seems applicable,smart. still smart.,3,4,"no, seems hard to jump into one after CS50 without fully committing",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,doesnt seem appealing to certain people,not sure
4/6/2017 13:27:33,Anthropology,OEB,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,requirement,"before: competitive, utilitarian  after: male, utilitarian ",3,5,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Hispanic or Latino,4,"women think they’re are not as good at STEM (perhaps because they are often treated that way, intentionally or not)",heavily male atmospheres crowd out women
4/6/2017 13:39:17,Neurobiology,Mind Brain and Behavior,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I have always really liked CS,Same impression. Usually motivated individuals interested in building new things,4,4,I want to take another CS class because I really enjoy the implications of computational neurobiology,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,"Caucasian, Hispanic or Latino",2,I think this gap is likely caused by social factors,I don't think this gender gap has influenced my harvard experience too much
4/6/2017 13:44:50,Statistics,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Supposedly CS50 was a good introductory CS course for those at all levels. Plus I was seriously considering CS as a concentration.,"Before CS50, I thought CS concentraters were more intellectually capable than other concentraters. Now I know that they are full-blown geniuses.",1,4,"Yes, because I'd like to take the Data Science track of Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,"Women aren't as interested in CS as men are, I guess.",None. The gender gap is even more prevalent at other schools that offer CS.
4/6/2017 13:49:26,Engineering Sciences,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"Concentration requirement, also generally curious about computer science","I thought most were the stereotypical geeky/ hacker type of person. I realized that while some people fit this stereotypes, others were more like me and everyone was still learning.",2,5,Probably not. I wasn't very interested in the material. ,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,2,"Cultural stereotypes- most people picture guys when they think of computer science, and it's hard sometimes to picture normal girls taking part in this field. ","I think the gender gap is less here, and therefore hasn't really affected my experience."
4/6/2017 13:51:48,Computer Science,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,5,"CS50, CS51, CS121, CS124, Stat110",4,2.5,At least once a week,At least once a week,2,5,At least once a week,3,WiCS,2,I had a ton of trouble finding partners for cs50 and CS51. ,I started TFing and have recently been working with other tfs on my assignments for other courses. ,3,4,Studied abroad in Chile,4,1,no,"Peers, Advisors, Teaching Staff, Professors, Mentors","hard-working, big ego","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (backend), Machine Learning / Artificial Intelligence, Security Engineering, Image processing / VR, Systems engineering",Female,Caucasian,4,"self-perpetuating, stems from interests generated in high school mostly, where sometimes women were encouraged to explore other fields and liked them. A lot of CS guys have an ego and act like they know everything and have been coding forever, which makes it intimidating. The intro classes are known for having a ton of work, so fewer people try it out if they have no experience. The intimidation factor is sometimes bigger for girls. Also, I think guys are less comfortable in the humanities fields and so more look to SEAS fields. Within the SEAS fields, CS offers a clear path and carries a fair amount of ""prestige/coolness"" (aka you can make money doing it). I think this draws in men more than it draws in women. ",It's been harder to find partners. I've also frequently been intimidated and doubted my abilities (even though I was frequently doing better than the people I was intimidated by). 
4/6/2017 13:58:07,History,Classics,2017,Never taken CS at Harvard,No,Neither of the above,No,Yes -- too difficult ,"Yes, it forces people to be exposed to CS material ","Nerdy, busy, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Not willing to say ,3,society ,o 
4/6/2017 14:06:08,Computer Science ,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,2,"CS20, CS50, CS51",3.2,1,3-8 times a semester,3-8 times a semester,3,3,3-8 times a semester,3,HCS,2,CS51,Dorm mates ,2,4,N/A,4,0 - never been referred,No,"Peers, Advisors, Teaching Staff, Professors","Creative, Perfectionist, Dedicated ","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Machine Learning / Artificial Intelligence, Graphics / Design, Security Engineering",Male,"American Indian or Alaskan Native, Caucasian",3,Stigma of CS as a man's intellectual work,None currently 
4/6/2017 14:11:02,MCB,,2019,Never taken CS at Harvard,Yes,Neither of the above,No,"Yes, i will be taking one.","Yes, it's a useful skill to at least experience once.","smart, no free time, procrastinate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,2,Just a stigma that girls don't do cs,n/a
4/6/2017 14:32:07,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,2,"CS50, CS51",3.7,less than 1,Never,3-8 times a semester,3,3,At least once a week,3,WiCS,3,NA,Yes,5,3,NA,5,0 - never been referred,No,"Peers, Advisors, Teaching Staff, Professors, Mentors",Hard-working Perseverant Intelligent,"Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Machine Learning / Artificial Intelligence, Graphics / Design, Image processing / VR",Female,Asian,4,Stereotype that women are less competent than men in STEM; lack of support for girls in CS from early on in school; difference in male versus female teachers/professors in CS,Sometimes I get the feeling that people do not want to work with me on CS because I am female and they think that I will not be as advantageous a partner
